applied /opt/llm/runtime/vllm-venv-fnmain2/lib/python3.12/site-packages/vllm/v1/worker/gpu/model_runner.py
=== BL_mtp3  venv=fnmain2(dev401+overlay, union off) MTP3 batchlog  13:43 ===
  BL CELL3 c=2 rep=0: rate=73.8% | chatcmpl-BL-2-0-0:4.3s:ok chatcmpl-BL-2-0-1:4.1s:ok
  BL CELL3 c=2 rep=1: rate=68.7% | chatcmpl-BL-2-1-0:4.1s:ok chatcmpl-BL-2-1-1:3.7s:ok
  BL CELL3 c=2 rep=2: rate=71.5% | chatcmpl-BL-2-2-0:4.0s:ok chatcmpl-BL-2-2-1:3.8s:ok
  BL CELL3 c=2 rep=3: rate=18.3% | chatcmpl-BL-2-3-0:8.9s:G chatcmpl-BL-2-3-1:4.3s:ok
  BL CELL3 c=2 rep=4: rate=67.5% | chatcmpl-BL-2-4-0:4.0s:ok chatcmpl-BL-2-4-1:4.0s:ok
  BL CELL3 c=2 rep=5: rate=21.2% | chatcmpl-BL-2-5-0:3.8s:ok chatcmpl-BL-2-5-1:8.7s:G
  BL CELL3 c=2 rep=6: rate=66.7% | chatcmpl-BL-2-6-0:4.1s:ok chatcmpl-BL-2-6-1:4.1s:ok
  BL CELL3 c=2 rep=7: rate=20.2% | chatcmpl-BL-2-7-0:4.1s:ok chatcmpl-BL-2-7-1:8.8s:G
  BL CELL3 c=2 rep=8: rate=65.5% | chatcmpl-BL-2-8-0:4.1s:ok chatcmpl-BL-2-8-1:4.0s:ok
  BL CELL3 c=2 rep=9: rate=64.0% | chatcmpl-BL-2-9-0:4.2s:ok chatcmpl-BL-2-9-1:4.2s:ok
  BL CELL3 c=3 rep=0: rate=73.6% | chatcmpl-BL-3-0-0:4.9s:ok chatcmpl-BL-3-0-1:4.2s:ok chatcmpl-BL-3-0-2:4.5s:ok
  BL CELL3 c=3 rep=1: rate=71.2% | chatcmpl-BL-3-1-0:4.5s:ok chatcmpl-BL-3-1-1:4.5s:ok chatcmpl-BL-3-1-2:4.6s:ok
  BL CELL3 c=3 rep=2: rate=71.9% | chatcmpl-BL-3-2-0:4.6s:ok chatcmpl-BL-3-2-1:4.8s:ok chatcmpl-BL-3-2-2:4.6s:ok
  BL CELL3 c=3 rep=3: rate=68.0% | chatcmpl-BL-3-3-0:4.7s:ok chatcmpl-BL-3-3-1:4.6s:ok chatcmpl-BL-3-3-2:5.0s:ok
  BL CELL3 c=3 rep=4: rate=12.5% | chatcmpl-BL-3-4-0:10.5s:G chatcmpl-BL-3-4-1:4.5s:ok chatcmpl-BL-3-4-2:10.6s:G
  BL CELL3 c=3 rep=5: rate=12.8% | chatcmpl-BL-3-5-0:10.6s:G chatcmpl-BL-3-5-1:10.4s:G chatcmpl-BL-3-5-2:4.6s:ok
--- FNBATCH lines with >=1 chatcmpl-BL request
FNBATCH reqs=['chatcmpl-BL-2-0-1-8df9d60d'] toks=[545] drafts={}
FNBATCH reqs=['chatcmpl-BL-2-0-1-8df9d60d'] toks=[4] drafts={'chatcmpl-BL-2-0-1-8df9d60d': 3}
FNBATCH reqs=['chatcmpl-BL-2-0-1-8df9d60d', 'chatcmpl-BL-2-0-0-bed292e2'] toks=[4, 545] drafts={'chatcmpl-BL-2-0-1-8df9d60d': 3}
FNBATCH reqs=['chatcmpl-BL-2-6-0-ae280c5b', 'chatcmpl-BL-2-6-1-96e4bded'] toks=[4, 4] drafts={'chatcmpl-BL-2-6-0-ae280c5b': 3, 'chatcmpl-BL-2-6-1-96e4bded': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[545, 545] drafts={}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-0-95af70c7', 'chatcmpl-BL-2-7-1-8d764f49'] toks=[4, 4] drafts={'chatcmpl-BL-2-7-0-95af70c7': 3, 'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-7-1-8d764f49'] toks=[4] drafts={'chatcmpl-BL-2-7-1-8d764f49': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32'] toks=[545] drafts={}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32'] toks=[4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 545] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
FNBATCH reqs=['chatcmpl-BL-2-8-1-8c50ef32', 'chatcmpl-BL-2-8-0-955ae991'] toks=[4, 4] drafts={'chatcmpl-BL-2-8-1-8c50ef32': 3, 'chatcmpl-BL-2-8-0-955ae991': 3}
